epoch,MRR,Hit@1,Hit@5,Hit@10,MeanRank
300,0.7774657011032104,0.690190464258194,0.8886190354824066,0.9295238256454468,10.978238105773926
600,0.7874093055725098,0.7044285535812378,0.8931904733181,0.9336190521717072,12.533714294433594
900,0.789873331785202,0.7087619006633759,0.8918095231056213,0.9319523870944977,13.970904350280762
1200,0.7919682860374451,0.7116666436195374,0.8931904733181,0.93171426653862,15.032047271728516
1500,0.8160490989685059,0.7430000007152557,0.9084285497665405,0.9418095350265503,11.424808979034424
1800,0.8204098641872406,0.7492856979370117,0.9096190333366394,0.9433332979679108,12.284666538238525
2100,0.8209613859653473,0.7505238056182861,0.9099047482013702,0.942714273929596,12.401237964630127
2400,0.8236213624477386,0.7541904747486115,0.9109523892402649,0.9429047703742981,12.662571430206299
2700,0.8389531075954437,0.7772381007671356,0.9156190454959869,0.9453809559345245,11.290856838226318
3000,0.8407118618488312,0.780857115983963,0.9153809249401093,0.944428563117981,12.561142921447754
3300,0.8423623442649841,0.7822857201099396,0.9174761772155762,0.9454761743545532,12.485809326171875
3600,0.8443459868431091,0.7861428558826447,0.9168095290660858,0.944857120513916,13.326476097106934
3900,0.8516966104507446,0.7947618961334229,0.9220475852489471,0.9474761784076691,12.475475788116455
4200,0.8521010875701904,0.7955714166164398,0.9214761853218079,0.9466190338134766,13.396618843078613
4500,0.8533251881599426,0.7970476150512695,0.9220476150512695,0.9468095004558563,12.814523696899414
4800,0.8540498316287994,0.7986666560173035,0.9233809411525726,0.9468571245670319,13.848190307617188
5100,0.8557627201080322,0.8002381026744843,0.923238068819046,0.9469999969005585,15.504857063293457
5400,0.8560044765472412,0.8017142713069916,0.921999990940094,0.9459523856639862,15.539809226989746
5700,0.8562605381011963,0.8017142713069916,0.9233333170413971,0.9461904466152191,16.061857223510742
6000,0.8566470146179199,0.8020952343940735,0.9229999780654907,0.9459047615528107,17.05618953704834
