epoch,MRR,Hit@1,Hit@5,Hit@10,MeanRank
25,0.5349687337875366,0.42095237970352173,0.6664761900901794,0.7638095021247864,31.180095672607422
50,0.5315802693367004,0.41685715317726135,0.6681904792785645,0.7559047341346741,30.353046417236328
75,0.5323817133903503,0.41999998688697815,0.6644761562347412,0.759238064289093,29.093427658081055
100,0.5308499932289124,0.4179999828338623,0.6632381081581116,0.7595238089561462,28.518476486206055
125,0.5322624444961548,0.418571412563324,0.6660000085830688,0.7573333382606506,27.444856643676758
150,0.5354637503623962,0.42342856526374817,0.665238082408905,0.7579047679901123,28.2703800201416
175,0.5325117707252502,0.4192380905151367,0.6649523973464966,0.7587618827819824,28.42990493774414
200,0.5350015759468079,0.42209523916244507,0.6679999828338623,0.7604761719703674,28.692094802856445
225,0.5332306623458862,0.42123809456825256,0.6649523973464966,0.758476197719574,28.62085723876953
250,0.5353169441223145,0.42314285039901733,0.665238082408905,0.7614285349845886,28.810762405395508
275,0.5340663194656372,0.4214285612106323,0.665142834186554,0.758571445941925,28.306095123291016
300,0.5363057851791382,0.4246666729450226,0.6664761900901794,0.7599047422409058,29.976665496826172
325,0.5360740423202515,0.4250476062297821,0.6628571152687073,0.756761908531189,28.55228614807129
350,0.5350009202957153,0.42209523916244507,0.6673333048820496,0.7586666345596313,29.090286254882812
375,0.5361663103103638,0.42304760217666626,0.66695237159729,0.7581904530525208,29.331809997558594
400,0.536658525466919,0.42447617650032043,0.6680952310562134,0.7634285688400269,29.343332290649414
425,0.5351358652114868,0.4229523837566376,0.668571412563324,0.7629523873329163,29.44095230102539
450,0.5381932854652405,0.4272380769252777,0.6684761643409729,0.761904776096344,29.650190353393555
475,0.536421537399292,0.42438095808029175,0.6689523458480835,0.7623809576034546,29.584856033325195
500,0.5373321771621704,0.4251428544521332,0.6695237755775452,0.7607619166374207,29.5684757232666
