epoch,loss,align,rel
89,0.1381586641073227,0.03934027999639511,0.09881838411092758
90,0.136947900056839,0.03913741558790207,0.09781049191951752
91,0.13402169942855835,0.03928179293870926,0.0947398990392685
92,0.1342044472694397,0.038753941655159,0.0954505130648613
93,0.13257844746112823,0.03832123428583145,0.09425721317529678
94,0.13416093587875366,0.03823549672961235,0.09592543542385101
95,0.13175323605537415,0.037228062748909,0.09452517330646515
96,0.13485290110111237,0.0375480055809021,0.09730489552021027
97,0.13308289647102356,0.037222132086753845,0.09586076438426971
98,0.13192123174667358,0.03737596422433853,0.09454527497291565
99,0.1317048966884613,0.036286190152168274,0.09541870653629303
100,0.13306447863578796,0.03656549006700516,0.0964989960193634
101,0.5234309434890747,0.42781978845596313,0.09561115503311157
102,0.5251603126525879,0.42968565225601196,0.09547469019889832
103,0.5214996933937073,0.4270801544189453,0.09441954642534256
104,0.5220557451248169,0.4273388981819153,0.09471681714057922
105,0.5184744000434875,0.4239034652709961,0.09457094222307205
106,0.5144714713096619,0.4214656949043274,0.09300575405359268
107,0.512739360332489,0.418552041053772,0.09418734163045883
108,0.5092772841453552,0.41657930612564087,0.09269797056913376
109,0.5037292242050171,0.4131002426147461,0.09062901139259338
110,0.502808153629303,0.4090535342693329,0.09375463426113129
111,0.5040503740310669,0.4086197018623352,0.09543069452047348
112,0.4997209906578064,0.4060133695602417,0.0937076285481453
113,0.49752217531204224,0.40350794792175293,0.0940142348408699
114,0.4934106171131134,0.39846765995025635,0.09494295716285706
115,0.49353110790252686,0.39651525020599365,0.0970158725976944
116,0.491172730922699,0.39432454109191895,0.09684818983078003
117,0.4827241897583008,0.38816824555397034,0.09455594420433044
118,0.48084717988967896,0.3859894275665283,0.09485773742198944
119,0.47853970527648926,0.3804740905761719,0.09806560724973679
120,0.4753328859806061,0.378893107175827,0.09643977880477905
121,0.47279787063598633,0.3793684244155884,0.09342943131923676
122,0.47447293996810913,0.3764042258262634,0.09806869924068451
123,0.4713705778121948,0.37348636984825134,0.09788420051336288
124,0.47000545263290405,0.3709063231945038,0.09909913688898087
125,0.46124762296676636,0.36563071608543396,0.0956169068813324
126,0.46034878492355347,0.3605160713195801,0.09983271360397339
127,0.4584598243236542,0.3589698374271393,0.09948998689651489
128,0.4551493525505066,0.3552896976470947,0.09985966235399246
129,0.4515775740146637,0.3509565591812134,0.10062101483345032
130,0.45217955112457275,0.35038793087005615,0.1017916277050972
131,0.45422205328941345,0.3505311906337738,0.10369087010622025
132,0.4476724863052368,0.3468080163002014,0.100864477455616
133,0.44716688990592957,0.34468382596969604,0.10248306393623352
134,0.4434325397014618,0.3422127366065979,0.1012197956442833
135,0.439502477645874,0.3365362286567688,0.10296625643968582
136,0.43780386447906494,0.3348137438297272,0.10299012064933777
137,0.43496567010879517,0.33199119567871094,0.10297445952892303
138,0.43132340908050537,0.3279294967651367,0.10339389741420746
139,0.4308284819126129,0.32727327942848206,0.10355519503355026
140,0.42814958095550537,0.3224948048591614,0.1056547611951828
141,0.42748504877090454,0.32381752133369446,0.10366752743721008
142,0.4253925681114197,0.32101333141326904,0.10437922179698944
143,0.4252103865146637,0.31818142533302307,0.10702895373106003
144,0.4217992126941681,0.31627559661865234,0.10552360862493515
145,0.4172021448612213,0.31182706356048584,0.10537508130073547
146,0.4161808490753174,0.3092198967933655,0.10696093738079071
147,0.41057443618774414,0.30434027314186096,0.10623415559530258
148,0.40886932611465454,0.30254629254341125,0.10632303357124329
149,0.40701502561569214,0.2995606064796448,0.10745441913604736
150,0.4036960005760193,0.29647165536880493,0.10722433775663376
151,0.40724650025367737,0.2995181679725647,0.10772833973169327
152,0.4089702069759369,0.29935377836227417,0.10961642861366272
153,0.4038044810295105,0.2960495948791504,0.1077549010515213
154,0.39969366788864136,0.2933827340602875,0.10631093382835388
155,0.3993505835533142,0.2918054461479187,0.10754513740539551
156,0.3978079855442047,0.28873586654663086,0.10907212644815445
157,0.39251965284347534,0.286315381526947,0.10620425641536713
158,0.3921816647052765,0.2852489948272705,0.10693266242742538
159,0.39203476905822754,0.28138792514801025,0.11064683645963669
160,0.389546275138855,0.27959027886390686,0.10995598882436752
161,0.38847815990448,0.2799450159072876,0.10853315144777298
162,0.3896978795528412,0.28066325187683105,0.10903462767601013
163,0.3877088725566864,0.2779790461063385,0.1097298339009285
164,0.38675427436828613,0.2757446765899658,0.1110096126794815
165,0.3849881887435913,0.27459287643432617,0.11039531230926514
166,0.37837880849838257,0.2707793116569519,0.10759948194026947
167,0.37970060110092163,0.2702385187149048,0.10946208238601685
168,0.3770935535430908,0.2675122916698456,0.10958126932382584
169,0.37583938241004944,0.26475977897644043,0.1110796108841896
170,0.3731815814971924,0.26385605335235596,0.10932551324367523
171,0.37610581517219543,0.265216588973999,0.11088923364877701
172,0.37322303652763367,0.2639785408973694,0.10924450308084488
173,0.37295466661453247,0.2628823518753052,0.1100722998380661
174,0.3716515302658081,0.26141053438186646,0.11024101078510284
175,0.37107524275779724,0.25925466418266296,0.11182057857513428
176,0.3654616177082062,0.2562325596809387,0.10922905057668686
177,0.365274041891098,0.2543632984161377,0.11091073602437973
178,0.36355993151664734,0.25501149892807007,0.10854842513799667
179,0.3640761375427246,0.25184857845306396,0.11222755163908005
180,0.35964861512184143,0.24989068508148193,0.1097579300403595
181,0.3598472774028778,0.2511059641838074,0.10874130576848984
182,0.3599945306777954,0.25063556432724,0.10935898125171661
183,0.35837674140930176,0.24864116311073303,0.10973557084798813
184,0.35840970277786255,0.2484947144985199,0.10991498827934265
185,0.3558903634548187,0.24622181057929993,0.1096685528755188
186,0.35565394163131714,0.24534903466701508,0.11030490696430206
187,0.35331815481185913,0.24343241751194,0.10988572984933853
188,0.35291364789009094,0.24271763861179352,0.11019601672887802
189,0.34924471378326416,0.2402421534061432,0.10900256037712097
190,0.34889087080955505,0.23805004358291626,0.1108408272266388
191,0.3492370843887329,0.2402617335319519,0.10897533595561981
192,0.3517545163631439,0.23953819274902344,0.11221633106470108
193,0.34803634881973267,0.2375170737504959,0.11051926016807556
194,0.34606707096099854,0.2375960648059845,0.10847100615501404
195,0.3452424108982086,0.23453602194786072,0.1107063814997673
196,0.34492161870002747,0.23497168719768524,0.10994992405176163
197,0.34193915128707886,0.23170913755893707,0.11022999882698059
198,0.33982667326927185,0.231332927942276,0.10849374532699585
199,0.33885931968688965,0.2290327101945877,0.10982659459114075
200,0.33746835589408875,0.22902289032936096,0.10844545811414719
201,0.3390014171600342,0.23094558715820312,0.10805583000183105
202,0.3378771245479584,0.2303311973810196,0.10754591971635818
203,0.3352105915546417,0.22635546326637268,0.10885513573884964
204,0.33489108085632324,0.2269897311925888,0.10790134221315384
205,0.3347802460193634,0.22503012418746948,0.10975012183189392
206,0.33241894841194153,0.2243918776512146,0.10802707076072693
207,0.3307046890258789,0.2223784625530243,0.10832622647285461
208,0.3342028856277466,0.22216689586639404,0.11203600466251373
209,0.32513538002967834,0.2187768965959549,0.10635848343372345
210,0.32790395617485046,0.21969091892242432,0.10821304470300674
211,0.32733264565467834,0.21959513425827026,0.10773751884698868
212,0.3264693319797516,0.21912223100662231,0.10734709352254868
213,0.32847148180007935,0.21824103593826294,0.11023043841123581
214,0.32489049434661865,0.21772176027297974,0.10716874897480011
215,0.32520678639411926,0.21652299165725708,0.10868378728628159
216,0.3219541907310486,0.21532735228538513,0.10662683099508286
217,0.32263386249542236,0.21438482403755188,0.10824902355670929
218,0.31666234135627747,0.21130770444869995,0.10535463690757751
219,0.31877201795578003,0.21159392595291138,0.10717809945344925
220,0.31786423921585083,0.21045902371406555,0.10740522295236588
221,0.3195075988769531,0.212693989276886,0.10681359469890594
222,0.32112181186676025,0.2122517079114914,0.10887011140584946
223,0.31674641370773315,0.21028096973896027,0.1064654290676117
224,0.3161531388759613,0.20931598544120789,0.10683715343475342
225,0.315055251121521,0.2077433317899704,0.10731193423271179
226,0.3162587881088257,0.20759820938110352,0.10866059362888336
227,0.3114851713180542,0.20665216445922852,0.10483300685882568
228,0.3129543662071228,0.2062520533800125,0.10670232027769089
229,0.3102174997329712,0.2047390341758728,0.10547846555709839
230,0.30706867575645447,0.20253358781337738,0.10453508049249649
231,0.3110596239566803,0.20644354820251465,0.10461608320474625
232,0.3111547827720642,0.2052130103111267,0.1059417724609375
233,0.3068658709526062,0.20341885089874268,0.10344702005386353
234,0.3053891062736511,0.20074312388896942,0.10464596748352051
235,0.3065708875656128,0.20099228620529175,0.10557858645915985
236,0.30383938550949097,0.20047277212142944,0.10336659848690033
237,0.30593469738960266,0.19853506982326508,0.10739962756633759
238,0.30390578508377075,0.19874273240566254,0.10516303777694702
239,0.300993412733078,0.19650891423225403,0.10448449105024338
240,0.30071592330932617,0.19567593932151794,0.10503997653722763
241,0.3035399317741394,0.19815757870674133,0.10538236796855927
242,0.3026280403137207,0.19734731316566467,0.10528071224689484
243,0.2987956702709198,0.19588401913642883,0.10291164368391037
244,0.2995787262916565,0.19516023993492126,0.10441847890615463
245,0.29721784591674805,0.1938381940126419,0.10337965190410614
246,0.2983782887458801,0.19369149208068848,0.10468681156635284
247,0.29349350929260254,0.19188934564590454,0.1016041561961174
248,0.2959900200366974,0.19199830293655396,0.10399172455072403
249,0.2947786748409271,0.19105881452560425,0.10371986031532288
250,0.2930948734283447,0.19017764925956726,0.10291723161935806
251,0.2950785756111145,0.19432774186134338,0.10075084865093231
252,0.2932233214378357,0.1901475042104721,0.10307580232620239
253,0.2926675081253052,0.19046948850154877,0.10219800472259521
254,0.29264146089553833,0.1895270049571991,0.10311446338891983
255,0.29297196865081787,0.18848073482513428,0.1044912338256836
256,0.288496196269989,0.18766024708747864,0.10083593428134918
257,0.2873876094818115,0.1861099898815155,0.10127763450145721
258,0.28881144523620605,0.18634377419948578,0.10246766358613968
259,0.2879905700683594,0.1856994926929474,0.10229107737541199
260,0.2862808108329773,0.18495714664459229,0.1013236790895462
261,0.28775113821029663,0.18578247725963593,0.1019686609506607
262,0.28745126724243164,0.18521633744239807,0.10223493725061417
263,0.28593915700912476,0.18538352847099304,0.10055561363697052
264,0.28546497225761414,0.18333131074905396,0.10213365405797958
265,0.28490781784057617,0.18291981518268585,0.10198798775672913
266,0.28358304500579834,0.18117979168891907,0.10240324586629868
267,0.2804510295391083,0.18168297410011292,0.09876806288957596
268,0.2831909954547882,0.1810443252325058,0.102146677672863
269,0.2809291183948517,0.18005992472171783,0.10086918622255325
270,0.28174859285354614,0.17936882376670837,0.10237975418567657
271,0.2803817093372345,0.18081773817539215,0.09956397116184235
272,0.2844197154045105,0.1824316680431366,0.1019880473613739
273,0.2821410596370697,0.18046534061431885,0.10167572647333145
274,0.281069278717041,0.17997923493385315,0.10109003633260727
275,0.28026607632637024,0.1789466142654419,0.10131946951150894
276,0.2797830104827881,0.17880377173423767,0.10097922384738922
277,0.2779461741447449,0.1773465871810913,0.10059960186481476
278,0.2760011553764343,0.17669713497161865,0.09930401295423508
279,0.27614063024520874,0.1750306487083435,0.10110997408628464
280,0.27356889843940735,0.17634010314941406,0.09722878783941269
281,0.2760908603668213,0.17651939392089844,0.09957145899534225
282,0.27643898129463196,0.1767878532409668,0.09965112805366516
283,0.27589505910873413,0.17600712180137634,0.09988794475793839
284,0.2709285318851471,0.1744805872440338,0.09644793719053268
285,0.2724631428718567,0.17303520441055298,0.09942793846130371
286,0.2733379006385803,0.17331324517726898,0.10002467036247253
287,0.27130186557769775,0.17252543568611145,0.0987764224410057
288,0.27199307084083557,0.17207571864128113,0.09991735219955444
289,0.27182477712631226,0.1710304170846939,0.10079436004161835
290,0.2706044018268585,0.17121663689613342,0.0993877574801445
291,0.2699088156223297,0.1722080111503601,0.0977008044719696
292,0.2719549238681793,0.17176899313926697,0.10018593817949295
293,0.27161821722984314,0.17139767110347748,0.10022054612636566
294,0.2674263119697571,0.16967999935150146,0.09774629771709442
295,0.26946496963500977,0.16954317688941956,0.09992177784442902
296,0.2667959928512573,0.16878576576709747,0.09801024198532104
297,0.2679932415485382,0.16867029666900635,0.09932294487953186
298,0.26567375659942627,0.16808006167411804,0.09759368747472763
299,0.26489150524139404,0.16732728481292725,0.0975642129778862
300,0.26597294211387634,0.16643211245536804,0.0995408222079277
301,0.2664355933666229,0.1692599505186081,0.09717564284801483
302,0.2659357488155365,0.16960102319717407,0.09633472561836243
303,0.2670244872570038,0.16736534237861633,0.09965913742780685
304,0.26723024249076843,0.16790145635604858,0.09932878613471985
305,0.26398947834968567,0.1659206748008728,0.09806881099939346
306,0.2650032043457031,0.1664247214794159,0.09857849776744843
307,0.26406097412109375,0.16509030759334564,0.09897065162658691
308,0.26208704710006714,0.16351386904716492,0.09857319295406342
309,0.2606256604194641,0.16375988721847534,0.09686578065156937
310,0.2570112943649292,0.16163194179534912,0.09537935256958008
311,0.2636159360408783,0.16383376717567444,0.09978217631578445
312,0.2619847059249878,0.16362154483795166,0.09836316853761673
313,0.2625570297241211,0.16336801648139954,0.09918900579214096
314,0.2613402009010315,0.16341759264469147,0.09792261570692062
315,0.2595881223678589,0.16276082396507263,0.09682731330394745
316,0.25916796922683716,0.1617560088634491,0.09741197526454926
317,0.2588052749633789,0.16063937544822693,0.09816591441631317
318,0.2584860026836395,0.16043442487716675,0.09805158525705338
319,0.25620734691619873,0.1609320193529129,0.09527534246444702
320,0.25772711634635925,0.15960541367530823,0.09812170267105103
321,0.2591308355331421,0.16183030605316162,0.09730051457881927
322,0.25751954317092896,0.16084355115890503,0.09667598456144333
323,0.25789570808410645,0.1612650752067566,0.09663064032793045
324,0.25540709495544434,0.16006813943386078,0.09533894807100296
325,0.2551957666873932,0.16053122282028198,0.0946645513176918
326,0.25518321990966797,0.15879864990711212,0.09638457000255585
327,0.2533907890319824,0.15752990543842316,0.09586089104413986
328,0.25394684076309204,0.1572783887386322,0.09666844457387924
329,0.2536383867263794,0.1570027470588684,0.09663565456867218
330,0.25274115800857544,0.15640759468078613,0.0963335633277893
331,0.25537604093551636,0.15834558010101318,0.09703046828508377
332,0.2543720602989197,0.15805575251579285,0.09631629288196564
333,0.2522527277469635,0.15857121348381042,0.09368150681257248
334,0.25259995460510254,0.15661704540252686,0.09598290175199509
335,0.2546989321708679,0.15674346685409546,0.09795545041561127
336,0.2517881989479065,0.1555483043193817,0.09623990207910538
337,0.2516308128833771,0.1548851728439331,0.09674563258886337
338,0.25061744451522827,0.1546686291694641,0.09594881534576416
339,0.2517527937889099,0.15432259440422058,0.09743021428585052
340,0.24871298670768738,0.15341481566429138,0.0952981635928154
341,0.2525464594364166,0.15588447451591492,0.09666198492050171
342,0.2500741183757782,0.15382859110832214,0.09624551981687546
343,0.249261736869812,0.15316173434257507,0.09609999507665634
344,0.25024622678756714,0.15404151380062103,0.0962047204375267
345,0.2501266896724701,0.1529923975467682,0.0971342995762825
346,0.24935179948806763,0.15296639502048492,0.0963854044675827
347,0.2504041790962219,0.1530139446258545,0.09739022701978683
348,0.2479930967092514,0.15185749530792236,0.09613560140132904
349,0.24310538172721863,0.1509065479040146,0.09219883382320404
350,0.24524903297424316,0.15142089128494263,0.09382814168930054
351,0.2479533851146698,0.15212270617485046,0.09583068639039993
352,0.2450391799211502,0.152055561542511,0.09298361837863922
353,0.24618136882781982,0.15134289860725403,0.09483847767114639
354,0.24521170556545258,0.15106791257858276,0.09414379298686981
355,0.24602268636226654,0.15126022696495056,0.09476245939731598
356,0.2417936474084854,0.15038080513477325,0.09141284227371216
357,0.24483440816402435,0.1490066647529602,0.09582774341106415
358,0.24500304460525513,0.14953377842903137,0.09546927362680435
359,0.24366483092308044,0.14889663457870483,0.09476818889379501
360,0.24226650595664978,0.14786669611930847,0.0943998172879219
361,0.24498805403709412,0.15056994557380676,0.09441810101270676
362,0.2430918663740158,0.1498289406299591,0.0932629257440567
363,0.24415284395217896,0.1499907523393631,0.09416209161281586
364,0.24295204877853394,0.148808091878891,0.09414395689964294
365,0.24150137603282928,0.14843356609344482,0.09306780993938446
366,0.24101436138153076,0.14748169481754303,0.09353265911340714
367,0.2429523766040802,0.14743374288082123,0.09551863372325897
368,0.23975121974945068,0.14517785608768463,0.09457337111234665
369,0.23962906002998352,0.1454743593931198,0.0941547080874443
370,0.23958003520965576,0.14399850368499756,0.0955815389752388
371,0.2406889796257019,0.14695170521736145,0.09373727440834045
372,0.2392735481262207,0.14637449383735657,0.09289905428886414
373,0.24156951904296875,0.14619523286819458,0.09537427872419357
374,0.24186325073242188,0.1463460624217987,0.09551718086004257
375,0.23908507823944092,0.1453985571861267,0.09368651360273361
376,0.24214553833007812,0.1455264538526535,0.09661909192800522
377,0.23758989572525024,0.14327731728553772,0.09431258589029312
378,0.23878777027130127,0.14398455619812012,0.09480322152376175
379,0.2388586401939392,0.14447635412216187,0.09438228607177734
380,0.23915493488311768,0.14300477504730225,0.09615015983581543
381,0.2384015917778015,0.14591239392757416,0.09248919785022736
382,0.23860637843608856,0.14484627544879913,0.09376010298728943
383,0.23796172440052032,0.14461460709571838,0.09334711730480194
384,0.237117201089859,0.14477704465389252,0.0923401489853859
385,0.23688751459121704,0.14378821849822998,0.09309930354356766
386,0.23615345358848572,0.14328381419181824,0.09286963939666748
387,0.23368483781814575,0.14215555787086487,0.09152927994728088
388,0.23646551370620728,0.14178887009620667,0.09467664361000061
389,0.2352549433708191,0.1414288431406021,0.09382609277963638
390,0.2355097532272339,0.1409757286310196,0.0945340171456337
391,0.23588663339614868,0.1429423838853836,0.09294425696134567
392,0.23548412322998047,0.14189335703849792,0.09359077364206314
393,0.2376445233821869,0.14228105545043945,0.09536346048116684
394,0.23493188619613647,0.14110252261161804,0.09382937103509903
395,0.23362389206886292,0.1407737135887146,0.09285017102956772
396,0.23440201580524445,0.14070269465446472,0.09369932115077972
397,0.232194185256958,0.13929414749145508,0.09290003031492233
398,0.23252354562282562,0.13868294656276703,0.0938405990600586
399,0.23243947327136993,0.13918852806091309,0.09325094521045685
400,0.2309131920337677,0.13714532554149628,0.09376786649227142
401,0.23515523970127106,0.1395285725593567,0.09562666714191437
402,0.23540079593658447,0.14095541834831238,0.09444538503885269
403,0.2348182201385498,0.14073270559310913,0.09408551454544067
404,0.2337549775838852,0.13978224992752075,0.09397272765636444
405,0.23155339062213898,0.13919007778167725,0.09236331284046173
406,0.23163172602653503,0.1388269066810608,0.09280482679605484
407,0.231167733669281,0.1370357871055603,0.0941319391131401
408,0.23048540949821472,0.13710257411003113,0.093382827937603
409,0.23068758845329285,0.1365315020084381,0.09415608644485474
410,0.23043255507946014,0.13574564456939697,0.09468691051006317
411,0.23385974764823914,0.13869991898536682,0.09515983611345291
412,0.2343156635761261,0.1395624876022339,0.09475316852331161
413,0.2295706570148468,0.13795410096645355,0.09161656349897385
414,0.23073941469192505,0.1373985856771469,0.09334082901477814
415,0.23198054730892181,0.13722902536392212,0.0947515219449997
416,0.22712744772434235,0.13589173555374146,0.09123571217060089
417,0.22701384127140045,0.13493850827217102,0.09207533299922943
418,0.22851575911045074,0.1348128318786621,0.09370292723178864
419,0.22603560984134674,0.1334913969039917,0.09254421293735504
420,0.22564546763896942,0.13335120677947998,0.09229426085948944
421,0.22852836549282074,0.1366051733493805,0.09192319214344025
422,0.2289547622203827,0.13794894516468048,0.09100580960512161
423,0.23129037022590637,0.1376311331987381,0.09365922957658768
424,0.2277902513742447,0.13668426871299744,0.09110598266124725
425,0.2283608466386795,0.13562801480293274,0.09273283183574677
426,0.2274627983570099,0.13450433313846588,0.0929584726691246
427,0.22660323977470398,0.13470429182052612,0.09189894050359726
428,0.22737303376197815,0.1344831883907318,0.09288984537124634
429,0.22592511773109436,0.13371844589710236,0.092206671833992
430,0.22536632418632507,0.13183410465717316,0.09353221952915192
431,0.2299218773841858,0.13565436005592346,0.09426752477884293
432,0.22861221432685852,0.13509878516197205,0.09351342171430588
433,0.2293347418308258,0.13521414995193481,0.09412059187889099
434,0.22834715247154236,0.13534733653068542,0.09299981594085693
435,0.22556033730506897,0.13261210918426514,0.09294822812080383
436,0.22513428330421448,0.13251616060733795,0.09261812269687653
437,0.22160208225250244,0.13093996047973633,0.09066212177276611
438,0.22313234210014343,0.13107649981975555,0.09205584228038788
439,0.22363506257534027,0.12997394800186157,0.0936611145734787
440,0.22206023335456848,0.12908542156219482,0.09297481179237366
441,0.22751092910766602,0.13413941860198975,0.09337151795625687
442,0.22647890448570251,0.13401979207992554,0.09245911985635757
443,0.2252567708492279,0.1337888240814209,0.0914679542183876
444,0.22662031650543213,0.13342466950416565,0.09319563955068588
445,0.2248571515083313,0.13153810799121857,0.09331905096769333
446,0.22415614128112793,0.1314697265625,0.09268641471862793
447,0.22145742177963257,0.13044226169586182,0.09101516753435135
448,0.22421064972877502,0.1308412402868271,0.09336940944194794
449,0.22308550775051117,0.12881675362586975,0.09426875412464142
450,0.22112417221069336,0.12818482518196106,0.0929393544793129
451,0.22733888030052185,0.13324052095413208,0.09409835189580917
452,0.22363917529582977,0.13243024051189423,0.09120893478393555
453,0.2243061065673828,0.13152220845222473,0.09278390556573868
454,0.22457769513130188,0.13093040883541107,0.09364728629589081
455,0.22211219370365143,0.130875825881958,0.09123636782169342
456,0.2207438349723816,0.12931445240974426,0.09142938256263733
457,0.2217656672000885,0.12830866873264313,0.09345700591802597
458,0.21855804324150085,0.12751832604408264,0.09103971719741821
459,0.21755394339561462,0.12636995315551758,0.09118399769067764
460,0.21650247275829315,0.12618140876293182,0.09032106399536133
461,0.2249634563922882,0.1321440041065216,0.0928194597363472
462,0.22339226305484772,0.13150674104690552,0.0918855220079422
463,0.22548365592956543,0.13195744156837463,0.0935262143611908
464,0.22370091080665588,0.13054579496383667,0.09315511584281921
465,0.22102977335453033,0.12931133806705475,0.09171843528747559
466,0.22180156409740448,0.12860023975372314,0.09320132434368134
467,0.21934950351715088,0.12808506190776825,0.09126444905996323
468,0.21838584542274475,0.12594304978847504,0.09244279563426971
469,0.21885989606380463,0.1251148134469986,0.09374508261680603
470,0.2165101170539856,0.12451433390378952,0.09199577569961548
471,0.22318801283836365,0.13014981150627136,0.09303819388151169
472,0.2238142192363739,0.12968994677066803,0.09412427246570587
473,0.22567981481552124,0.12981604039669037,0.09586377441883087
474,0.2194269448518753,0.1282958835363388,0.0911310613155365
475,0.22012817859649658,0.12699447572231293,0.09313369542360306
476,0.22002139687538147,0.1269795447587967,0.09304185211658478
477,0.2166820764541626,0.12539459764957428,0.09128747135400772
478,0.21634216606616974,0.12386743724346161,0.09247472882270813
479,0.2165740728378296,0.12404869496822357,0.09252537041902542
480,0.21342889964580536,0.12298712879419327,0.09044177085161209
481,0.2205204963684082,0.12903031706809998,0.09149017930030823
482,0.22045430541038513,0.1287720799446106,0.09168223291635513
483,0.22090813517570496,0.1292504370212555,0.09165769070386887
