epoch,Hit@1,Hit@10,MRR
200,0.7525714285714286,0.838,0.7830648422241211
201,0.7553333333333333,0.8388571428571429,0.7852730751037598
202,0.7568571428571429,0.8377142857142857,0.785071611404419
203,0.7548571428571429,0.8377142857142857,0.7847474813461304
204,0.7524761904761905,0.8388571428571429,0.7832992672920227
205,0.7536190476190476,0.8380952380952381,0.7838937640190125
206,0.7530476190476191,0.8367619047619047,0.7832283973693848
207,0.7521904761904762,0.8392380952380952,0.7829224467277527
208,0.7549523809523809,0.8376190476190476,0.7843894958496094
209,0.7547619047619047,0.8378095238095238,0.7847941517829895
210,0.7539047619047619,0.8380952380952381,0.7840394377708435
211,0.7537142857142857,0.8378095238095238,0.7836452722549438
212,0.7554285714285714,0.8381904761904762,0.7852186560630798
213,0.7529523809523809,0.8382857142857143,0.7836827635765076
214,0.7546666666666667,0.8377142857142857,0.7844600677490234
215,0.7544761904761905,0.8362857142857143,0.7841188311576843
216,0.7535238095238095,0.8367619047619047,0.7835201621055603
217,0.7541904761904762,0.8381904761904762,0.7844443917274475
218,0.7518095238095238,0.8375238095238096,0.7825741171836853
219,0.7555238095238095,0.8381904761904762,0.7851215600967407
220,0.7574285714285715,0.837047619047619,0.7854292988777161
221,0.756095238095238,0.8362857142857143,0.7854125499725342
222,0.7522857142857143,0.8376190476190476,0.782382607460022
223,0.7547619047619047,0.8373333333333334,0.7845494747161865
224,0.7535238095238095,0.8371428571428572,0.7835090160369873
225,0.7542857142857143,0.8375238095238096,0.7839885354042053
226,0.7553333333333333,0.8377142857142857,0.7849999666213989
227,0.7542857142857143,0.8367619047619047,0.7840918898582458
228,0.7533333333333333,0.837047619047619,0.7833521366119385
229,0.7538095238095238,0.836,0.7839078307151794
230,0.7583809523809524,0.8374285714285714,0.786902129650116
231,0.7546666666666667,0.8363809523809523,0.7843913435935974
232,0.7541904761904762,0.8354285714285714,0.7832366228103638
233,0.7512380952380953,0.8364761904761905,0.7821364402770996
234,0.7524761904761905,0.8366666666666667,0.7827764749526978
235,0.754095238095238,0.8363809523809523,0.7841450572013855
236,0.7533333333333333,0.8353333333333334,0.7830768823623657
237,0.7557142857142857,0.8363809523809523,0.784554660320282
238,0.7541904761904762,0.8356190476190476,0.7832643389701843
239,0.7523809523809524,0.8374285714285714,0.7832063436508179
240,0.7522857142857143,0.8371428571428572,0.7827978134155273
241,0.7528571428571429,0.8368571428571429,0.7827621102333069
242,0.7532380952380953,0.8359047619047619,0.7831342220306396
243,0.7519047619047619,0.8358095238095238,0.7823989987373352
244,0.7562857142857143,0.8357142857142857,0.7851272225379944
245,0.7538095238095238,0.8363809523809523,0.7837244868278503
246,0.7521904761904762,0.8356190476190476,0.7826839685440063
247,0.7533333333333333,0.8355238095238096,0.7829591631889343
248,0.754095238095238,0.8361904761904762,0.78369140625
249,0.7537142857142857,0.836952380952381,0.7833428978919983
250,0.7529523809523809,0.8364761904761905,0.7824365496635437
251,0.7535238095238095,0.8356190476190476,0.7831827402114868
252,0.7541904761904762,0.837047619047619,0.7834217548370361
253,0.7527619047619047,0.8360952380952381,0.7827708125114441
254,0.7544761904761905,0.8352380952380952,0.7837715744972229
255,0.7549523809523809,0.8366666666666667,0.7837249040603638
256,0.7543809523809524,0.8359047619047619,0.784022331237793
257,0.7544761904761905,0.8372380952380952,0.7839974164962769
258,0.7541904761904762,0.8357142857142857,0.7837198376655579
259,0.7516190476190476,0.8366666666666667,0.782398521900177
260,0.7533333333333333,0.8356190476190476,0.7834411859512329
261,0.7542857142857143,0.837047619047619,0.7840217351913452
262,0.7523809523809524,0.8358095238095238,0.7824458479881287
263,0.7553333333333333,0.8357142857142857,0.7841647863388062
264,0.7548571428571429,0.8354285714285714,0.7845161557197571
265,0.7533333333333333,0.837047619047619,0.78367680311203
266,0.7532380952380953,0.8368571428571429,0.7834157943725586
267,0.7520952380952381,0.8361904761904762,0.7828230857849121
268,0.7535238095238095,0.8361904761904762,0.7834661602973938
269,0.752,0.8365714285714285,0.7827827334403992
270,0.7508571428571429,0.8366666666666667,0.7817366123199463
271,0.7521904761904762,0.8366666666666667,0.7829557061195374
272,0.7528571428571429,0.8366666666666667,0.7826020121574402
273,0.7524761904761905,0.8368571428571429,0.7823299765586853
274,0.7524761904761905,0.8379047619047619,0.7826566100120544
275,0.7537142857142857,0.8366666666666667,0.7835569977760315
276,0.7535238095238095,0.8360952380952381,0.7833817005157471
277,0.754,0.8372380952380952,0.7833171486854553
278,0.7521904761904762,0.8371428571428572,0.782788872718811
279,0.7548571428571429,0.8367619047619047,0.7841290831565857
280,0.7533333333333333,0.8373333333333334,0.7835228443145752
281,0.7534285714285714,0.8368571428571429,0.7839241623878479
282,0.7532380952380953,0.8376190476190476,0.7836331725120544
283,0.7535238095238095,0.8361904761904762,0.7833775877952576
284,0.7531428571428571,0.8379047619047619,0.7835395932197571
285,0.7549523809523809,0.8362857142857143,0.7846837639808655
286,0.7529523809523809,0.836,0.7827196717262268
287,0.7507619047619047,0.8368571428571429,0.7822602391242981
288,0.7538095238095238,0.8368571428571429,0.7832562923431396
289,0.7490476190476191,0.8366666666666667,0.7813042402267456
290,0.7521904761904762,0.8353333333333334,0.782267689704895
291,0.7527619047619047,0.8363809523809523,0.7824428677558899
292,0.7515238095238095,0.836952380952381,0.7821468710899353
293,0.7539047619047619,0.837047619047619,0.783805251121521
294,0.7511428571428571,0.8365714285714285,0.782378077507019
295,0.7504761904761905,0.8362857142857143,0.7807892560958862
296,0.7524761904761905,0.8371428571428572,0.7828715443611145
297,0.7543809523809524,0.8384761904761905,0.7845185995101929
298,0.7520952380952381,0.8360952380952381,0.7820017337799072
299,0.7561904761904762,0.836952380952381,0.7848842740058899
300,0.7515238095238095,0.8364761904761905,0.7821295261383057
