epoch,loss
1,2.993034601211548
2,2.4214484691619873
3,2.115314245223999
4,1.9255833625793457
5,1.7542049884796143
6,1.6174421310424805
7,1.4872430562973022
8,1.3876386880874634
9,1.262182354927063
10,1.166029453277588
11,1.0775883197784424
12,0.9829170107841492
13,0.8912796378135681
14,0.8209369778633118
15,0.7553027272224426
16,0.687902569770813
17,0.6278472542762756
18,0.5643954277038574
19,0.5201117396354675
20,0.4744093418121338
21,0.43390077352523804
22,0.392638236284256
23,0.3686830699443817
24,0.3357536792755127
25,0.3085646331310272
26,0.28514307737350464
27,0.26592501997947693
28,0.24925778806209564
29,0.23305699229240417
30,0.21614928543567657
31,0.2062782645225525
32,0.1955752670764923
33,0.18301242589950562
34,0.17360134422779083
35,0.1647948920726776
36,0.15446680784225464
37,0.14763231575489044
38,0.14054597914218903
39,0.13238570094108582
40,0.125301793217659
41,0.123895563185215
42,0.11636762320995331
43,0.11221971362829208
44,0.10609062016010284
45,0.10205152630805969
46,0.09819786995649338
47,0.0945340096950531
48,0.09337390214204788
49,0.08951588720083237
50,0.0865444615483284
51,0.08398609608411789
52,0.08340370655059814
53,0.07814908772706985
54,0.07415401190519333
55,0.07400140166282654
56,0.07233849167823792
57,0.06950365751981735
58,0.06720946729183197
59,0.06578473001718521
60,0.06276039779186249
61,0.0622422955930233
62,0.06109204143285751
63,0.05920973792672157
64,0.05723162367939949
65,0.05730840563774109
66,0.05472724139690399
67,0.052975818514823914
68,0.05377044901251793
69,0.050995878875255585
70,0.049983758479356766
71,0.04979987069964409
72,0.047975651919841766
73,0.04752781242132187
74,0.046580445021390915
75,0.04583306238055229
76,0.044367581605911255
77,0.04474747180938721
78,0.04262330010533333
79,0.04139682278037071
80,0.041717857122421265
81,0.041814014315605164
82,0.0402994342148304
83,0.04048973321914673
84,0.03847736492753029
85,0.037444889545440674
86,0.03811533749103546
87,0.03665337339043617
88,0.03604571521282196
89,0.03557620942592621
90,0.03565787896513939
91,0.03495973348617554
92,0.036162976175546646
93,0.033861368894577026
94,0.03326750919222832
95,0.033023588359355927
96,0.0332845039665699
97,0.0327121876180172
98,0.03123711235821247
99,0.031017538160085678
100,0.030198371037840843
101,1.1559609174728394
102,0.507960319519043
103,0.27956217527389526
104,0.28979334235191345
105,0.3876707851886749
106,0.4110434651374817
107,0.38886111974716187
108,0.4158709943294525
109,0.43247219920158386
110,0.45531517267227173
111,0.4582393765449524
112,0.42640358209609985
113,0.39120954275131226
114,0.39284607768058777
115,0.3587014377117157
116,0.31784600019454956
117,0.2861844599246979
118,0.3013334274291992
119,0.26349353790283203
120,0.216562420129776
121,0.17348293960094452
122,0.1804313212633133
123,0.1674097776412964
124,0.14772900938987732
125,0.12123795598745346
126,0.12443218380212784
127,0.11980311572551727
128,0.09879988431930542
129,0.09011626988649368
130,0.08274705708026886
131,0.08425374329090118
132,0.06990110874176025
133,0.07823201268911362
134,0.0635434091091156
135,0.05070815235376358
136,0.06009187921881676
137,0.06581214815378189
138,0.050973016768693924
139,0.05778033658862114
140,0.04243671894073486
141,0.04114621877670288
142,0.0393136590719223
143,0.03475547209382057
144,0.03518109768629074
145,0.037440672516822815
146,0.03361838310956955
147,0.031703926622867584
148,0.028555653989315033
149,0.027389690279960632
150,0.029330512508749962
151,0.023487955331802368
152,0.026646381244063377
153,0.03165734186768532
154,0.024340560659766197
155,0.014921270310878754
156,0.020823169499635696
157,0.01716744527220726
158,0.02383415959775448
159,0.020527347922325134
160,0.02336619794368744
161,0.021519573405385017
162,0.02319944277405739
163,0.019627006724476814
164,0.01784781739115715
165,0.020614970475435257
166,0.01738128252327442
167,0.013701125979423523
168,0.016501689329743385
169,0.01037951372563839
170,0.012980937026441097
171,0.014513389207422733
172,0.012417628429830074
173,0.014718740247189999
174,0.010582304559648037
175,0.01530234981328249
176,0.011993691325187683
177,0.012868978083133698
178,0.00841915886849165
179,0.010552066378295422
180,0.006235827226191759
181,0.009444890543818474
182,0.007814195938408375
183,0.0077912393026053905
184,0.010191045701503754
185,0.01098280493170023
186,0.011497987434267998
187,0.007706907577812672
188,0.011285411193966866
189,0.00867058988660574
190,0.007160259876400232
191,0.007865405641496181
192,0.00907301064580679
193,0.010334824211895466
194,0.005762986373156309
195,0.005758689716458321
196,0.009663729928433895
197,0.0074130273424088955
198,0.008533659391105175
199,0.009541098959743977
200,0.00957111082971096
201,0.007624013349413872
202,0.004147947300225496
203,0.008766526356339455
204,0.005515505094081163
205,0.006616326980292797
206,0.008603598922491074
207,0.004780322778970003
208,0.005644952412694693
209,0.007265445310622454
210,0.0026487631257623434
211,0.0038924752734601498
212,0.008056708611547947
213,0.004832983948290348
214,0.01329054031521082
215,0.005179168656468391
216,0.00564351212233305
217,0.00915667787194252
218,0.004530260805040598
219,0.003895728150382638
220,0.00472559779882431
221,0.004541047848761082
222,0.011830952949821949
223,0.007159866392612457
224,0.00447832141071558
225,0.0059274714440107346
226,0.005647288169711828
227,0.002996656345203519
228,0.004604172892868519
229,0.005217578262090683
230,0.007411204278469086
231,0.002077521989122033
232,0.0069098034873604774
233,0.0040804012678563595
234,0.005931266117841005
235,0.006073472090065479
236,0.0039031889755278826
237,0.0035703617613762617
238,0.0035570734180510044
239,0.007630619686096907
240,0.003596041351556778
241,0.0055985054932534695
242,0.006721819750964642
243,0.003403402166441083
244,0.003509919624775648
245,0.00380471209064126
246,0.005507010500878096
247,0.0053941006772220135
248,0.008179915137588978
249,0.0038890084251761436
250,0.00547280116006732
251,0.0035423445515334606
252,0.003375057363882661
253,0.007549669127911329
254,0.004687209147959948
255,0.004443900194019079
256,0.005430766846984625
257,0.0022351315710693598
258,0.004085177555680275
259,0.0023846011608839035
260,0.003244002815335989
261,0.0019512821454554796
262,0.0030740792863070965
263,0.002347577828913927
264,0.0038042129017412663
265,0.002313193865120411
266,0.0037560411728918552
267,0.003252071561291814
268,0.0045807319693267345
269,0.0031852684915065765
270,0.005573623813688755
271,0.0020865793339908123
272,0.003027974395081401
273,0.007334551773965359
274,0.0023837245535105467
275,0.00221696263179183
276,0.0014247795334085822
277,0.00269638211466372
278,0.0035697082057595253
279,0.0049016415141522884
280,0.005951217841356993
281,0.0031124944798648357
282,0.0024068120401352644
283,0.0020342112984508276
284,0.001326787518337369
285,0.001183216110803187
286,0.001956766005605459
287,0.0017212377861142159
288,0.003971693105995655
289,0.005737333558499813
290,0.0021771080791950226
291,0.002089919988065958
292,0.0016602850519120693
293,0.005598205607384443
294,0.004628392867743969
295,0.0011217568535357714
296,0.0031190114095807076
297,0.005162527319043875
298,0.0025856730062514544
299,0.0015718750655651093
300,0.003057662630453706
