epoch,MRR,Hit@1,Hit@5,Hit@10,MeanRank
50,0.42425359785556793,0.3096190392971039,0.5652380883693695,0.6422857046127319,381.5429992675781
100,0.4479592889547348,0.33390475809574127,0.5892857313156128,0.6620000004768372,357.89808654785156
150,0.4606385976076126,0.34795238077640533,0.6008095145225525,0.6715714335441589,351.76605224609375
200,0.4692021608352661,0.35709524154663086,0.6082380712032318,0.6801904737949371,346.89952087402344
250,0.47560136020183563,0.36523808538913727,0.6128095090389252,0.6825238168239594,347.4156188964844
300,0.47959470748901367,0.37057141959667206,0.614809513092041,0.6827619075775146,351.1034698486328
350,0.48208266496658325,0.37419046461582184,0.614809513092041,0.6815714240074158,356.3441467285156
400,0.48388782143592834,0.3770476132631302,0.6174285709857941,0.6818571388721466,361.4920959472656
450,0.4848804622888565,0.37847618758678436,0.6178571283817291,0.6790952086448669,368.2779998779297
500,0.48566584289073944,0.379857137799263,0.6171428561210632,0.6789047420024872,377.8104248046875
550,0.483323335647583,0.3774285614490509,0.6150476038455963,0.6773333251476288,388.0163269042969
600,0.4825591593980789,0.3768571466207504,0.6129047572612762,0.674619048833847,396.0633239746094
650,0.48193083703517914,0.3761904686689377,0.6123333275318146,0.672904759645462,404.739990234375
700,0.48099102079868317,0.3757619112730026,0.6114285588264465,0.6703333258628845,417.5263671875
750,0.4791616350412369,0.3739999979734421,0.6067619025707245,0.6690952181816101,423.0799865722656
800,0.4771110415458679,0.37276190519332886,0.6069047451019287,0.6646190583705902,428.52281188964844
850,0.4759666919708252,0.37261904776096344,0.6043333411216736,0.6618571579456329,436.31475830078125
900,0.47482970356941223,0.3724285662174225,0.6014285683631897,0.6597142815589905,444.3367919921875
950,0.4715878963470459,0.36957141757011414,0.5967619121074677,0.6559047400951385,450.3562774658203
1000,0.46993227303028107,0.3687142878770828,0.5924285650253296,0.6510952413082123,457.370849609375
1050,0.46697118878364563,0.36580953001976013,0.5915714204311371,0.6489047706127167,463.26646423339844
1100,0.46505527198314667,0.36423808336257935,0.5900952219963074,0.6470952332019806,468.56370544433594
1150,0.4645571708679199,0.36338095366954803,0.590238094329834,0.6467142701148987,471.0487518310547
1200,0.46315066516399384,0.3612857162952423,0.5887618958950043,0.6459999680519104,470.1298522949219
1250,0.4631102979183197,0.36228571832180023,0.586333304643631,0.6438571214675903,473.35948181152344
1300,0.46284981071949005,0.36290475726127625,0.5849523544311523,0.6440476179122925,477.4248962402344
1350,0.460636243224144,0.3602857142686844,0.5824285745620728,0.6419523656368256,477.5934295654297
1400,0.46096616983413696,0.36157141625881195,0.5806666612625122,0.6387619078159332,482.491943359375
1450,0.45994260907173157,0.3588571399450302,0.5816190242767334,0.6385238170623779,484.2556610107422
1500,0.4604053497314453,0.3622380793094635,0.5782856941223145,0.6381904780864716,481.2446594238281
1550,0.45626606047153473,0.35671427845954895,0.5767619013786316,0.6361428499221802,482.7659454345703
1600,0.4569668471813202,0.35657142102718353,0.5800952315330505,0.6377619206905365,478.64208984375
1650,0.4575449377298355,0.35828571021556854,0.577523797750473,0.6367142796516418,478.5775604248047
1700,0.45642001926898956,0.35819046199321747,0.5752381086349487,0.6340000033378601,483.50694274902344
1750,0.45543158054351807,0.3566666543483734,0.5760475993156433,0.6315714120864868,482.49571228027344
1800,0.4560195952653885,0.3575238138437271,0.5754285752773285,0.6316190361976624,484.10894775390625
1850,0.4559367150068283,0.3577618896961212,0.5737142860889435,0.6298571228981018,482.6610412597656
1900,0.4533064067363739,0.3555714190006256,0.5712857246398926,0.627857118844986,490.86737060546875
1950,0.4517391175031662,0.3535238057374954,0.5693333148956299,0.627619057893753,487.7861328125
2000,0.45000727474689484,0.3519047647714615,0.5670952200889587,0.6257142722606659,484.2080383300781
2050,0.4505605697631836,0.3537619113922119,0.5679523646831512,0.6239523887634277,485.2803192138672
2100,0.4526228755712509,0.35685713589191437,0.5696190297603607,0.6252380907535553,483.40313720703125
2150,0.45206886529922485,0.35585713386535645,0.5688095390796661,0.6261904835700989,478.53746032714844
